Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,YearCommissioned,Retrofit,lat,lon,projectID,YearDecommissioning
DE Waste CCGT PPSgen collection DE1 2,Waste,CCGT,,DE,160,,,,,2008,,12.773616064130824,52.32259673463379,DE-WASTE BDE-WASTE CDE-WASTE D,2048
DE Waste CCGT PPSgen collection DE1 3,Waste,CCGT,,DE,267,,,,,2008,,8.708228022533826,49.09939227935999,DE-WASTE BDE-WASTE CDE-WASTE D,2048
DE Waste CCGT PPSgen collection DE1 4,Waste,CCGT,,DE,214,,,,,2008,,9.534605184859796,52.71734175815827,DE-WASTE BDE-WASTE CDE-WASTE D,2048
FR Bioenergy OCGT PPSgen collection FR1 0,Bioenergy,OCGT,,FR,275,,,,,2013,,1.45124181473096,44.58626179798984,FR-BIO BFR-BIO NB1FR-BIO NB2,2053
FR Bioenergy OCGT PPSgen collection FR1 1,Bioenergy,OCGT,,FR,208,,,,,2013,,-1.0669718647666298,47.73098191073171,FR-BIO BFR-BIO NB1FR-BIO NB2,2053
FR Bioenergy OCGT PPSgen collection FR1 2,Bioenergy,OCGT,,FR,416,,,,,2013,,2.6183648691807027,48.80955912340479,FR-BIO BFR-BIO NB1FR-BIO NB2,2053
FR Bioenergy OCGT PPSgen collection FR1 3,Bioenergy,OCGT,,FR,141,,,,,2013,,5.922294045283084,48.197851385308375,FR-BIO BFR-BIO NB1FR-BIO NB2,2053
FR Bioenergy OCGT PPSgen collection FR1 4,Bioenergy,OCGT,,FR,257,,,,,2013,,5.692818734234923,44.77776908726624,FR-BIO BFR-BIO NB1FR-BIO NB2,2053
FR OCGT OCGT PPSgen collection FR1 0,OCGT,OCGT,,FR,879,,,,,2004,,1.45124181473096,44.58626179798984,FR-CHPIFRA2FR-CHPIFRA3FR-CHPIFRA4FR-CHPIFRA6,2044
FR OCGT OCGT PPSgen collection FR1 1,OCGT,OCGT,,FR,667,,,,,2004,,-1.0669718647666298,47.73098191073171,FR-CHPIFRA2FR-CHPIFRA3FR-CHPIFRA4FR-CHPIFRA6,2044
FR OCGT OCGT PPSgen collection FR1 2,OCGT,OCGT,,FR,1330,,,,,2004,,2.6183648691807027,48.80955912340479,FR-CHPIFRA2FR-CHPIFRA3FR-CHPIFRA4FR-CHPIFRA6,2044
FR OCGT OCGT PPSgen collection FR1 3,OCGT,OCGT,,FR,451,,,,,2004,,5.922294045283084,48.197851385308375,FR-CHPIFRA2FR-CHPIFRA3FR-CHPIFRA4FR-CHPIFRA6,2044
FR OCGT OCGT PPSgen collection FR1 4,OCGT,OCGT,,FR,821,,,,,2004,,5.692818734234923,44.77776908726624,FR-CHPIFRA2FR-CHPIFRA3FR-CHPIFRA4FR-CHPIFRA6,2044
FR Waste CCGT PPSgen collection FR1 0,Waste,CCGT,,FR,148,,,,,2003,,1.45124181473096,44.58626179798984,BE-WASTE B,2043
FR Waste CCGT PPSgen collection FR1 1,Waste,CCGT,,FR,112,,,,,2003,,-1.0669718647666298,47.73098191073171,BE-WASTE B,2043
FR Waste CCGT PPSgen collection FR1 2,Waste,CCGT,,FR,224,,,,,2003,,2.6183648691807027,48.80955912340479,BE-WASTE B,2043
FR Waste CCGT PPSgen collection FR1 3,Waste,CCGT,,FR,76,,,,,2003,,5.922294045283084,48.197851385308375,BE-WASTE B,2043
FR Waste CCGT PPSgen collection FR1 4,Waste,CCGT,,FR,138,,,,,2003,,5.692818734234923,44.77776908726624,BE-WASTE B,2043
GB Bioenergy OCGT PPSgen collection GB0 0,Bioenergy,OCGT,,GB,137,,,,,2016,,-0.367753164947349,52.41353221520068,GB-BIO NB1,2056
GB Bioenergy OCGT PPSgen collection GB0 1,Bioenergy,OCGT,,GB,33,,,,,2016,,-3.8641737064961004,56.523247244011685,GB-BIO NB1,2056
GB Bioenergy OCGT PPSgen collection GB0 2,Bioenergy,OCGT,,GB,73,,,,,2016,,-3.0326599936552276,52.24744059952867,GB-BIO NB1,2056
GB Bioenergy OCGT PPSgen collection GB4 1,Bioenergy,OCGT,,GB,5,,,,,2016,,-6.712396999801913,54.60296705381887,GB-BIO NB1,2056
GB Waste CCGT PPSgen collection GB0 0,Waste,CCGT,,GB,1561,,,,,2011,,-0.367753164947349,52.41353221520068,GB-WASTE B,2051
GB Waste CCGT PPSgen collection GB0 1,Waste,CCGT,,GB,376,,,,,2011,,-3.8641737064961004,56.523247244011685,GB-WASTE B,2051
GB Waste CCGT PPSgen collection GB0 2,Waste,CCGT,,GB,839,,,,,2011,,-3.0326599936552276,52.24744059952867,GB-WASTE B,2051
GB Waste CCGT PPSgen collection GB4 1,Waste,CCGT,,GB,66,,,,,2011,,-6.712396999801913,54.60296705381887,GB-WASTE B,2051
NL Bioenergy OCGT PPSgen collection NL1 0,Bioenergy,OCGT,,NL,18,,,,,2011,,4.615764790273979,51.79578077312403,NL-BIO ANL-BIO BNL-BIO NB1,2051
NL Bioenergy OCGT PPSgen collection NL1 1,Bioenergy,OCGT,,NL,10,,,,,2011,,6.475046798905386,53.08804109125467,NL-BIO ANL-BIO BNL-BIO NB1,2051
NL Bioenergy OCGT PPSgen collection NL1 2,Bioenergy,OCGT,,NL,10,,,,,2011,,6.202974764846323,52.44738339361341,NL-BIO ANL-BIO BNL-BIO NB1,2051
NL Bioenergy OCGT PPSgen collection NL1 3,Bioenergy,OCGT,,NL,18,,,,,2011,,5.127022406490859,52.519466014171954,NL-BIO ANL-BIO BNL-BIO NB1,2051
NL Bioenergy OCGT PPSgen collection NL1 4,Bioenergy,OCGT,,NL,1,,,,,2011,,3.7807243796517223,51.40463634219716,NL-BIO ANL-BIO BNL-BIO NB1,2051
NL Bioenergy OCGT PPSgen collection NL1 5,Bioenergy,OCGT,,NL,15,,,,,2011,,5.667689667644701,51.58770994431525,NL-BIO ANL-BIO BNL-BIO NB1,2051
NL Waste CCGT PPSgen collection NL1 0,Waste,CCGT,,NL,169,,,,,2006,,4.615764790273979,51.79578077312403,NL-WASTE BNL-WASTE C,2046
NL Waste CCGT PPSgen collection NL1 1,Waste,CCGT,,NL,96,,,,,2006,,6.475046798905386,53.08804109125467,NL-WASTE BNL-WASTE C,2046
NL Waste CCGT PPSgen collection NL1 2,Waste,CCGT,,NL,98,,,,,2006,,6.202974764846323,52.44738339361341,NL-WASTE BNL-WASTE C,2046
NL Waste CCGT PPSgen collection NL1 3,Waste,CCGT,,NL,168,,,,,2006,,5.127022406490859,52.519466014171954,NL-WASTE BNL-WASTE C,2046
NL Waste CCGT PPSgen collection NL1 4,Waste,CCGT,,NL,16,,,,,2006,,3.7807243796517223,51.40463634219716,NL-WASTE BNL-WASTE C,2046
NL Waste CCGT PPSgen collection NL1 5,Waste,CCGT,,NL,137,,,,,2006,,5.667689667644701,51.58770994431525,NL-WASTE BNL-WASTE C,2046
Amercoeur 1 R TGV,CCGT,CCGT,PP,BE,451.0,,,,,2009,,50.42960416,4.396798949,BE-AMER1TGV,2049
Angleur TG 41,OCGT,OCGT,PP,BE,64.0,,,,,2012,,50.61806829,5.582996902,BE-ANGL41,2052
Angleur TG 42,OCGT,OCGT,PP,BE,64.0,,,,,2012,,50.61806829,5.582996902,BE-ANGL42,2052
Antwerp EXXON,CCGT,CCGT,PP,BE,140.0,,,,,2009,,51.25179168,4.339036663,BE-EXXON,2049
Ham 32,OCGT,OCGT,PP,BE,58.0,,,,,2005,,51.06129776,3.734370614,BE-HAM32,2045
Ham31,OCGT,OCGT,PP,BE,58.0,,,,,2005,,51.06129776,3.734370614,BE-HAM31,2045
Biostoom-Oostende,Bioenergy,OCGT,CHP,BE,19.0,,,,,2008,,51.21007131,2.997056492,BE-OOSTENDE,2048
Inesco WKK,CCGT,CCGT,PP,BE,138.0,,,,,2008,,51.24147341,4.320682868,BE-INESCO,2048
LANGERLO 3&4 REPOWERING,CCGT,CCGT,PP,BE,86.0,,,,,2012,,50.93695737,5.493963969,B_LANG3&4,2052
"Lillo Degussa GT 1,2 & ST",CCGT,CCGT,PP,BE,85.0,,,,,2010,,51.31020854,4.306704494,BE-LILO,2050
Marcinelle Energie (Carsid),CCGT,CCGT,PP,BE,413.0,,,,,2012,,50.41373445,4.406855002,BE-CARSID,2052
Awirs 4,Bioenergy,CCGT,PP,BE,95.0,,,,,2005,,50.58566533,5.419426709,BE-AWIRS 4,2045
T-power Beringen (new),CCGT,CCGT,PP,BE,422.0,,,,,2011,,51.05785977,5.104365284,BE-TBERING,2051
"Wilmarsdonk Total GT1,2&3",CCGT,CCGT,PP,BE,129.0,,,,,2002,,51.26849549,4.322629892,BE-WILM,2042
Zwijndrecht Lanxess GT-ST,CCGT,CCGT,PP,BE,58.0,,,,,2009,,51.23997359,4.336990267,BE-ZWIJNDRECHT,2049
Zandvliet Power,CCGT,CCGT,PP,BE,384.0,,,,,2005,,51.36933428,4.264313105,BE-ZAND,2045
BOUCHAIN7,OCGT,OCGT,PP,FR,575.0,,,,,2016,,50.29724564,3.31503256,FR-EDFEDF,2056
BAYET MORANT,CCGT,CCGT,PP,FR,410.0,,,,,2016,,46.27237485,3.299772292,FR-GA-MORANT1,2056
COMBIGOLFE,CCGT,CCGT,PP,FR,425.0,,,,,2010,,43.40742117,4.867607839,FR-CGOLF,2050
CYCOFOS,CCGT,CCGT,PP,FR,420.0,,,,,2009,,43.43750168,4.877505875,FR-CYCOF,2049
CYCOFOS TV2,OCGT,OCGT,CHP,FR,62.0,,,,,2009,,43.43750168,4.877505875,FR-CYCOF,2049
Luth,OCGT,OCGT,PP,FR,5.5,,,,,2010,,48.93553668,2.289293029,FR-LUTH,2050
Maison Alfort,OCGT,OCGT,PP,FR,5.3,,,,,2012,,48.80210293,2.426920144,FR-ALFRT,2052
MONTOIR DE BRETAGNE,CCGT,CCGT,PP,FR,435.0,,,,,2010,,47.30903918,-2.137454886,FR-SPEM,2050
PONT SUR SAMBRE,CCGT,CCGT,PP,FR,412.0,,,,,2009,,50.23027655,3.869539617,FR-SAMBR,2049
SAINT OUEN,OCGT,OCGT,PP,FR,123.0,,,,,2002,,48.91202579,2.333834434,FR-OUEN,2042
CROIX DE METZ,CCGT,CCGT,PP,FR,413.0,,,,,2012,,48.69276945,5.913701844,FR-TOUL,2052
AMFARD 14 & 15,CCGT,CCGT,PP,FR,260.0,,,,,2004,,49.48003988,0.219864297,FR-CCGT NB1,2044
BLAYAIS (LE) 1,Nuclear,OCGT,PP,FR,910.0,,,,,1981,,45.25745383,-0.690645639,FR-DK61,2041
BLAYAIS (LE) 3,Nuclear,OCGT,PP,FR,910.0,,,,,1983,,45.25745383,-0.690645639,FR-DK61,2043
BLAYAIS (LE) 4,Nuclear,OCGT,PP,FR,910.0,,,,,1983,,45.25745383,-0.690645639,FR-DK61,2043
CATTENOM 3,Nuclear,OCGT,PP,FR,1300.0,,,,,1991,,49.41580654,6.218145892,FR-DK61,2041
CHINON B 1,Nuclear,OCGT,PP,FR,905.0,,,,,1984,,47.22856407,0.168237198,FR-DK61,2044
CHINON B 2,Nuclear,OCGT,PP,FR,905.0,,,,,1983,,47.22856407,0.168237198,FR-DK61,2043
CHINON B 3,Nuclear,OCGT,PP,FR,905.0,,,,,1987,,47.22856407,0.168237198,FR-DK61,2047
CHINON B 4,Nuclear,OCGT,PP,FR,905.0,,,,,1988,,47.22856407,0.168237198,FR-DK61,2048
CHOOZ B 1,Nuclear,OCGT,PP,FR,1500.0,,,,,2000,,50.09035208,4.789515613,FR-DK61,2050
CHOOZ B 2,Nuclear,OCGT,PP,FR,1500.0,,,,,2000,,50.09035208,4.789515613,FR-DK61,2050
CIVAUX 1,Nuclear,OCGT,PP,FR,1495.0,,,,,1999,,46.4621108,0.648842217,FR-DK61,2049
CIVAUX 2,Nuclear,OCGT,PP,FR,1495.0,,,,,2000,,46.4621108,0.648842217,FR-DK61,2050
CRUAS 1,Nuclear,OCGT,PP,FR,915.0,,,,,1983,,44.6327381,4.750802164,FR-DK61,2043
CRUAS 2,Nuclear,OCGT,PP,FR,915.0,,,,,1984,,44.6327381,4.750802164,FR-DK61,2044
CRUAS 3,Nuclear,OCGT,PP,FR,915.0,,,,,1984,,44.6327381,4.750802164,FR-DK61,2044
CRUAS 4,Nuclear,OCGT,PP,FR,915.0,,,,,1984,,44.6327381,4.750802164,FR-DK61,2044
DAMPIERRE-EN-BURLY 3,Nuclear,OCGT,PP,FR,890.0,,,,,1981,,47.73257767,2.517695067,FR-DK61,2041
DAMPIERRE-EN-BURLY 4,Nuclear,OCGT,PP,FR,890.0,,,,,1981,,47.73257767,2.517695067,FR-DK61,2041
GOLFECH 1,Nuclear,OCGT,PP,FR,1310.0,,,,,1991,,44.10708908,0.854800558,FR-DK61,2041
GOLFECH 2,Nuclear,OCGT,PP,FR,1310.0,,,,,1994,,44.10708908,0.854800558,FR-DK61,2044
GRAVELINES 1,Nuclear,OCGT,PP,FR,910.0,,,,,1980,,51.01267898,2.139266127,FR-DK61,2041
GRAVELINES 2,Nuclear,OCGT,PP,FR,910.0,,,,,1980,,51.01267898,2.139266127,FR-DK61,2041
GRAVELINES 3,Nuclear,OCGT,PP,FR,910.0,,,,,1981,,51.01267898,2.139266127,FR-DK61,2041
GRAVELINES 4,Nuclear,OCGT,PP,FR,910.0,,,,,1981,,51.01267898,2.139266127,FR-DK61,2041
GRAVELINES 5,Nuclear,OCGT,PP,FR,910.0,,,,,1985,,51.01267898,2.139266127,FR-DK61,2045
GRAVELINES 6,Nuclear,OCGT,PP,FR,910.0,,,,,1985,,51.01267898,2.139266127,FR-DK61,2045
NOGENT-SUR-SEINE 1,Nuclear,OCGT,PP,FR,1310.0,,,,,1988,,48.51508086,3.5218451,FR-DK61,2048
PALUEL 1,Nuclear,OCGT,PP,FR,1330.0,,,,,1985,,49.85867784,0.634826983,FR-DK61,2045
PALUEL 2,Nuclear,OCGT,PP,FR,1330.0,,,,,1985,,49.85867784,0.634826983,FR-DK61,2045
PALUEL 3,Nuclear,OCGT,PP,FR,1330.0,,,,,1986,,49.85867784,0.634826983,FR-DK61,2046
PALUEL 4,Nuclear,OCGT,PP,FR,1330.0,,,,,1986,,49.85867784,0.634826983,FR-DK61,2046
PENLY 2,Nuclear,OCGT,PP,FR,1330.0,,,,,1992,,49.97599336,1.210221606,FR-DK61,2042
ST-LAURENT-DES-EAUX B 1,Nuclear,OCGT,PP,FR,915.0,,,,,1983,,47.71984242,1.577788106,FR-DK61,2043
ST-LAURENT-DES-EAUX B 2,Nuclear,OCGT,PP,FR,915.0,,,,,1983,,47.71984242,1.577788106,FR-DK61,2043
TRICASTIN (LE) 3,Nuclear,OCGT,PP,FR,915.0,,,,,1981,,44.32627196,4.731299044,FR-DK61,2041
TRICASTIN (LE) 4,Nuclear,OCGT,PP,FR,915.0,,,,,1981,,44.32627196,4.731299044,FR-DK61,2041
FLAMANVILLE 3,Nuclear,OCGT,PP,FR,1630.0,,,,,2022,,49.54070396,-1.883729634,FR-NUCLEAR NB1,2072
Köln-Godorf,Bioenergy,OCGT,CHP,DE,80.0,,,,,2004,,50.85459309,6.979627987,DE-KGOD,2044
Karlsruhe-RDK 8,Hard Coal,OCGT,PP,DE,840.0,,,,,2014,,49.01505934,8.312281394,DE-RDK8,2054
Mannheim 9,Hard Coal,OCGT,PP,DE,834.0,,,,,2015,,49.44452135,8.499416122,DE-MANN9,2055
Hamm-Uebtrud E,Hard Coal,OCGT,PP,DE,763.0,,,,,2014,,51.68058097,7.973686983,DE-HAM,2054
Ludwigshafen-Mitte,CCGT,CCGT,PP,DE,497.0,,,,,2005,,49.51908741,8.419081195,DE-LUDM,2045
"Leverkusen (Chemiepark, repower)",CCGT,CCGT,CHP,DE,570.0,,,,,2018,,51.01757349,6.987897092,DE-LEV2,2058
Bützfleth Stade,CCGT,CCGT,PP,DE,163.0,,,,,2014,,53.63868223,9.50597485,DE-DOWS,2054
Burghausen,CCGT,CCGT,PP,DE,178.0,,,,,2001,,48.17700581,12.84032474,DE-BURGB,2041
Frankfurt-Hoechst,CCGT,CCGT,PP,DE,86.0,,,,,2003,,50.09104948,8.534681301,Infraserv GmbH & Co.Höchst KG,2043
Irsching 4,CCGT,CCGT,PP,DE,545.0,,,,,2011,,48.76618978,11.58077933,DE-IRSH4,2051
Irsching 5,CCGT,CCGT,PP,DE,850.0,,,,,2010,,48.76618978,11.58077933,DE-IRSH5,2050
Kiel-Ost (GKK),CCGT,CCGT,PP,DE,190.0,,,,,2017,,54.33974488,10.17652835,DE-KIELA 2,2057
Saarbrücken-Römerbrücke,CCGT,CCGT,PP,DE,150.0,,,,,2005,,49.22397443,7.015191042,DE-SAAR,2045
Dow Stade,CCGT,CCGT,PP,DE,163.0,,,,,2013,,53.64818007,9.498900851,DE-STAD,2053
Halle,CCGT,CCGT,PP,DE,97.0,,,,,2005,,52.03900427,8.37858744,DE-HALL,2045
Halle,CCGT,CCGT,PP,DE,84.0,,,,,2013,,51.46585415,11.99358702,DE-HALL2,2053
Würzburg GuD I/II/III,CCGT,CCGT,PP,DE,100.0,,,,,2005,,49.79974284,9.923661312,DE-WURZ,2045
GR-Darmstadt,CCGT,CCGT,PP,DE,94.0,,,,,2013,,49.88555789,8.649072982,DE-Darmstadt,2053
Marl III (311+312),CCGT,CCGT,PP,DE,60.0,,,,,2025,,51.683207,7.092864885,DE-MARL3,2065
Frankfurt-Hoechst ADS-Anlage,CCGT,CCGT,PP,DE,96.5,,,,,2012,,50.09108136,8.53467307,DE-FHOCH2,2052
Plattling,CCGT,CCGT,PP,DE,97.9,,,,,2010,,48.80039869,12.86841927,DE-PLTT,2050
Nürnberg - Sandreuth R (Block 1 and 2),CCGT,CCGT,PP,DE,150.0,,,,,2005,,49.43541227,11.05974828,DE-SANDR,2045
Köln-Merkenich 4,CCGT,CCGT,PP,DE,108.0,,,,,2004,,51.01818636,6.962704147,DE-MERK4,2044
Köln-Niehl II,CCGT,CCGT,PP,DE,413.0,,,,,2005,,50.97461261,6.987827029,DE-NIEL2,2045
Niehl (Chemiepark),OCGT,OCGT,PP,DE,452.0,,,,,2016,,51.00011207,6.952452348,DE-NIEL3,2056
Emsland-Lingen D,CCGT,CCGT,PP,DE,876.0,,,,,2010,,52.48249224,7.299557758,DE-ELD,2050
Salzgitter-Hallendorf 1,OCGT,OCGT,PP,DE,97.0,,,,,2010,,52.15386478,10.41475712,DE-SLZB1,2050
Salzgitter-Hallendorf 2,OCGT,OCGT,PP,DE,97.0,,,,,2010,,52.15386478,10.41475712,DE-SLZB2,2050
Salzgitter-Hallendorf AB,OCGT,OCGT,PP,DE,94.0,,,,,2011,,52.15386478,10.41475712,DE-SLZAB,2051
Knapsack - Hürth,CCGT,CCGT,PP,DE,800.0,,,,,2006,,50.85942172,6.840962946,DE-KNAP2,2046
Knapsack - Hürth,CCGT,CCGT,PP,DE,430.0,,,,,2013,,50.85942172,6.840962946,DE-KNAP3,2053
Weiher,CCGT,CCGT,PP,DE,420.0,,,,,2019,,49.33420195,7.028569456,DE-WEIH,2059
Lausward E (Emil) DT-1 (Dusseldorf),CCGT,CCGT,PP,DE,596.0,,,,,2016,,51.22165601,6.733774692,DE-LAUSF,2056
Duisburg-Wanheim HKW III B,OCGT,OCGT,PP,DE,40.0,,,,,2002,,51.39089139,6.748258029,DE-DUIHO3GT,2042
Hannover-Linden,CCGT,CCGT,PP,DE,250.0,,,,,2013,,52.37239528,9.715178929,DE-HLIN,2053
Flensburg ,CCGT,CCGT,PP,DE,75.0,,,,,2016,,54.80522047,9.430526739,GUD-Anlage K 12,2056
Mussum (Stadt W Bocholt),CCGT,CCGT,PP,DE,420.0,,,,,2028,,51.83420394,6.616116249,DE-MUSS,2068
Duisburg,CCGT,CCGT,PP,DE,600.0,,,,,2028,,51.430073,6.752544428,DE-DUIS,2068
Bremen-Mittelsbüren 5,CCGT,CCGT,PP,DE,440.0,,,,,2016,,53.12872523,8.687763027,DE-HBM5,2056
Hamm Block 10,CCGT,CCGT,PP,DE,417.1,,,,,2008,,51.67320252,7.930149843,DE-HAMM10,2048
Hamm Block 20,CCGT,CCGT,PP,DE,420.9,,,,,2008,,51.67320252,7.930149843,DE-HAMM20,2048
Uerdingen (Chemiepark),CCGT,CCGT,PP,DE,400.0,,,,,2020,,51.36914815,6.663295436,DE-KFDU21,2060
Uerdingen (Chemiepark),CCGT,CCGT,PP,DE,400.0,,,,,2020,,51.36914815,6.663295436,DE-KFDU22,2060
Uerdingen (Chemiepark),CCGT,CCGT,PP,DE,400.0,,,,,2020,,51.36914815,6.663295436,DE-KFDU23,2060
Berlin-Lichterfelde  NEW,CCGT,CCGT,PP,DE,300.0,,,,,2018,,52.42432299,13.30866364,DE-BERL New,2058
Hamburg-Tiefstack GuD,CCGT,CCGT,PP,DE,127.0,,,,,2009,,53.52689206,10.06561604,DE-HHT12,2049
Berlin-Klingenberg,CCGT,CCGT,CHP,DE,300.0,,,,,2023,,52.48819775,13.49624671,DE-BERK2,2063
Berlin-Lichterfelde 4,CCGT,CCGT,CHP,DE,300.0,,,,,2020,,52.42430827,13.30864436,DE-BERL4,2060
Wuppertal-Barmen 1 u. 2,CCGT,CCGT,PP,DE,82.0,,,,,2005,,51.2691525,7.200643827,DE-WUPB,2045
Huckingen A (Duisburg),OCGT,OCGT,CHP,DE,160.0,,,,,2009,,51.37037112,6.726611466,DE-HCKA,2049
Carrington II Power Station,CCGT,CCGT,PP,GB,884.0,,,,,2016,,53.43679243,-2.408225515,GB-CARR3,2056
Langage,CCGT,CCGT,PP,GB,440.0,,,,,2010,,50.3883515,-4.0109521,GB-LANG1,2050
Langage,CCGT,CCGT,PP,GB,440.0,,,,,2010,,50.3883515,-4.0109521,GB-LANG2,2050
Severn,CCGT,CCGT,PP,GB,416.0,,,,,2010,,51.54906086,-2.973375757,GB-SEVE1,2050
Severn,CCGT,CCGT,PP,GB,416.0,,,,,2010,,51.54906086,-2.973375757,GB-SEVE2,2050
Grain B,CCGT,CCGT,PP,GB,425.0,,,,,2010,,51.44311967,0.707735098,GB-GRAINB1,2050
Grain B,CCGT,CCGT,PP,GB,425.0,,,,,2010,,51.44311967,0.707735098,GB-GRAINB2,2050
Grain B,CCGT,CCGT,PP,GB,425.0,,,,,2010,,51.44311967,0.707735098,GB-GRAINB3,2050
West Burton,CCGT,CCGT,PP,GB,435.0,,,,,2014,,53.35936992,-0.812537526,GB-WBURB1,2054
West Burton,CCGT,CCGT,PP,GB,435.0,,,,,2014,,53.35936992,-0.812537526,GB-WBURB2,2054
West Burton,CCGT,CCGT,PP,GB,435.0,,,,,2014,,53.35936992,-0.812537526,GB-WBURB3,2054
Hinkley Point C Power station,Nuclear,OCGT,PP,GB,1600.0,,,,,2029,,51.20757773,-3.127702672,GB-HINKC1,2079
Hinkley Point C Power station,Nuclear,OCGT,PP,GB,1600.0,,,,,2029,,51.20757773,-3.127702672,GB-HINKC2,2079
Sizewell C power station,Nuclear,OCGT,PP,GB,1600.0,,,,,2034,,52.21427378,1.618061301,GB-SIZEC,2084
Sizewell B,Nuclear,OCGT,PP,GB,1260.0,,,,,1995,,52.21520941,1.619626696,GB-SIZEB,2055
Marchwood,CCGT,CCGT,PP,GB,440.0,,,,,2010,,50.89870255,-1.43719826,GB-MRCH1,2050
Spalding,CCGT,CCGT,PP,GB,430.0,,,,,2004,,52.80540035,-0.131485601,GB-SPLD1,2044
Spalding,CCGT,CCGT,PP,GB,430.0,,,,,2004,,52.80540035,-0.131485601,GB-SPLD2,2044
Pembroke 1,CCGT,CCGT,PP,GB,500.0,,,,,2013,,51.68292506,-4.994844725,GB-PEMB1,2053
Pembroke 2,CCGT,CCGT,PP,GB,400.0,,,,,2013,,51.68292506,-4.994844725,GB-PEMB2,2053
Pembroke 3,CCGT,CCGT,PP,GB,400.0,,,,,2013,,51.68292506,-4.994844725,GB-PEMB3,2053
Pembroke 4,CCGT,CCGT,PP,GB,400.0,,,,,2013,,51.68292506,-4.994844725,GB-PEMB4,2053
Pembroke 5,CCGT,CCGT,PP,GB,400.0,,,,,2013,,51.68292506,-4.994844725,GB-PEMB5,2053
Staythorpe C,CCGT,CCGT,PP,GB,420.0,,,,,2010,,53.07495658,-0.856154473,GB-STAY1,2050
Staythorpe C,CCGT,CCGT,PP,GB,420.0,,,,,2010,,53.07495658,-0.856154473,GB-STAY2,2050
Staythorpe C,CCGT,CCGT,PP,GB,420.0,,,,,2010,,53.07495658,-0.856154473,GB-STAY3,2050
Staythorpe C,CCGT,CCGT,PP,GB,420.0,,,,,2010,,53.07495658,-0.856154473,GB-STAY4,2050
Ferrybridge C Multi Fuel ,Waste,CCGT,PP,GB,75.0,,,,,2015,,53.71879249,-1.286852224,GB-ME-WASTEFM1,2055
Riverside,Waste,CCGT,PP,GB,80.0,,,,,2011,,51.50462714,0.155222047,GB-RR-WASTEFM2,2051
Wilton Power Station,CCGT,CCGT,PP,GB,42.0,,,,,2005,,54.58525438,-1.115244708,GB-WILT2,2045
Lynemouth,Bioenergy,OCGT,PP,GB,750.0,,,,,2018,,55.20427614,-1.520835197,GB-BIOEPUK NB3,2058
